Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Food Waste Sector,Units,2016,2017,2018,point,lat,lng
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),434,Libya,OOHC,KG,,,,27.64827,26.3351,17.228331
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),434,Libya,RTL,KG,,,,15.64034,26.3351,17.228331
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),438,Liechtenstein,HHS,KG,,,,71.63744,47.166,9.555373
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),438,Liechtenstein,OOHC,KG,,,,25.55697,47.166,9.555373
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),438,Liechtenstein,RTL,KG,,,,12.80457,47.166,9.555373
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),440,Lithuania,HHS,KG,,,,76.18462,55.169438,23.881275
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),440,Lithuania,OOHC,KG,,,,25.57013,55.169438,23.881275
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),440,Lithuania,RTL,KG,,,,12.81117,55.169438,23.881275
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),442,Luxembourg,HHS,KG,,,,89.24565,49.815273,6.129583
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),442,Luxembourg,OOHC,KG,,,,20.89898,49.815273,6.129583
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),442,Luxembourg,RTL,KG,,,,7.19965,49.815273,6.129583
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),446,Macau,HHS,KG,,,,71.40029,22.198745,113.543873
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),446,Macau,OOHC,KG,,,,25.56858,22.198745,113.543873
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),446,Macau,RTL,KG,,,,12.81039,22.198745,113.543873
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),450,Madagascar,HHS,KG,,,,102.69431,-18.766947,46.869107
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),450,Madagascar,OOHC,KG,,,,27.64807,-18.766947,46.869107
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),450,Madagascar,RTL,KG,,,,15.64023,-18.766947,46.869107
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),454,Malawi,HHS,KG,,,,102.69406,-13.254308,34.301525
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),454,Malawi,OOHC,KG,,,,27.648,-13.254308,34.301525
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),454,Malawi,RTL,KG,,,,15.64019,-13.254308,34.301525
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),458,Malaysia,HHS,KG,,,,91.44275,4.210484,101.975766
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),458,Malaysia,OOHC,KG,,,,89.56358,4.210484,101.975766
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),458,Malaysia,RTL,KG,,,,78.8174,4.210484,101.975766
12,12.4,12.4.2,EN_HAZ_PCAP,"Hazardous waste generated, per capita (Kg)",458,Malaysia,N/A,KG,90.16278,64.85463,74.69813,125.60925,4.210484,101.975766
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),462,Maldives,HHS,KG,,,,70.98109,3.202778,73.22068
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),462,Maldives,OOHC,KG,,,,27.65031,3.202778,73.22068
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),462,Maldives,RTL,KG,,,,15.6415,3.202778,73.22068
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),466,Mali,HHS,KG,,,,102.69421,17.570692,-3.996166
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),466,Mali,OOHC,KG,,,,27.64804,17.570692,-3.996166
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),466,Mali,RTL,KG,,,,15.64021,17.570692,-3.996166
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),470,Malta,HHS,KG,,,,129.00674,35.937496,14.375416
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),470,Malta,OOHC,KG,,,,25.57175,35.937496,14.375416
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),470,Malta,RTL,KG,,,,12.81198,35.937496,14.375416
12,12.4,12.4.2,EN_HAZ_PCAP,"Hazardous waste generated, per capita (Kg)",474,Martinique,N/A,KG,41.79262,23.36506,51.48374,11.71327,14.641528,-61.024174
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),478,Mauritania,HHS,KG,,,,99.59134,21.00789,-10.940835
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),478,Mauritania,OOHC,KG,,,,27.64809,21.00789,-10.940835
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),478,Mauritania,RTL,KG,,,,15.64024,21.00789,-10.940835
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),480,Mauritius,HHS,KG,,,,93.43058,-20.348404,57.552152
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),480,Mauritius,OOHC,KG,,,,25.57102,-20.348404,57.552152
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),480,Mauritius,RTL,KG,,,,12.81161,-20.348404,57.552152
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),484,Mexico,HHS,KG,,,,93.90017,23.634501,-102.552784
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),484,Mexico,OOHC,KG,,,,27.64807,23.634501,-102.552784
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),484,Mexico,RTL,KG,,,,15.64023,23.634501,-102.552784
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),492,Monaco,HHS,KG,,,,71.73584,43.750298,7.412841
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),492,Monaco,OOHC,KG,,,,25.59207,43.750298,7.412841
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),492,Monaco,RTL,KG,,,,12.82216,43.750298,7.412841
12,12.4,12.4.2,EN_HAZ_PCAP,"Hazardous waste generated, per capita (Kg)",492,Monaco,N/A,KG,10.06751,5.25292,,,43.750298,7.412841
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),496,Mongolia,HHS,KG,,,,77.56916,46.862496,103.846656
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),496,Mongolia,OOHC,KG,,,,27.64837,46.862496,103.846656
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),496,Mongolia,RTL,KG,,,,15.64039,46.862496,103.846656
12,12.4,12.4.2,EN_HAZ_PCAP,"Hazardous waste generated, per capita (Kg)",496,Mongolia,N/A,KG,,,,98.10835,46.862496,103.846656
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),498,Moldova,HHS,KG,,,,76.03239,47.411631,28.369885
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),498,Moldova,OOHC,KG,,,,27.64836,47.411631,28.369885
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),498,Moldova,RTL,KG,,,,15.64039,47.411631,28.369885
12,12.4,12.4.2,EN_HAZ_PCAP,"Hazardous waste generated, per capita (Kg)",498,Moldova,N/A,KG,,,,2.14085,47.411631,28.369885
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),499,Montenegro,HHS,KG,,,,82.78536,42.708678,19.37439
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),499,Montenegro,OOHC,KG,,,,27.6486,42.708678,19.37439
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),499,Montenegro,RTL,KG,,,,15.64053,42.708678,19.37439
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),504,Morocco,HHS,KG,,,,91.01626,31.791702,-7.09262
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),504,Morocco,OOHC,KG,,,,27.6481,31.791702,-7.09262
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),504,Morocco,RTL,KG,,,,15.64024,31.791702,-7.09262
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),508,Mozambique,HHS,KG,,,,102.69419,-18.665695,35.529562
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),508,Mozambique,OOHC,KG,,,,27.64804,-18.665695,35.529562
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),508,Mozambique,RTL,KG,,,,15.64021,-18.665695,35.529562
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),512,Oman,HHS,KG,,,,94.53217,21.512583,55.923255
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),512,Oman,OOHC,KG,,,,25.57046,21.512583,55.923255
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),512,Oman,RTL,KG,,,,12.81133,21.512583,55.923255
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),516,Namibia,HHS,KG,,,,91.93888,-22.95764,18.49041
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),516,Namibia,OOHC,KG,,,,27.64781,-22.95764,18.49041
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),516,Namibia,RTL,KG,,,,15.64008,-22.95764,18.49041
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),520,Nauru,HHS,KG,,,,78.95351,-0.522778,166.931503
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),520,Nauru,OOHC,KG,,,,25.65594,-0.522778,166.931503
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),520,Nauru,RTL,KG,,,,12.85416,-0.522778,166.931503
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),524,Nepal,HHS,KG,,,,78.62683,28.394857,84.124008
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),524,Nepal,OOHC,KG,,,,27.64806,28.394857,84.124008
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),524,Nepal,RTL,KG,,,,15.64022,28.394857,84.124008
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),528,Netherlands,HHS,KG,,,,49.99993,52.132633,5.291266
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),528,Netherlands,OOHC,KG,,,,25.57038,52.132633,5.291266
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),528,Netherlands,RTL,KG,,,,10.99999,52.132633,5.291266
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),531,Curaçao,HHS,KG,,,,73.91037,12.1696,68.99
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),531,Curaçao,OOHC,KG,,,,25.56682,12.1696,68.99
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),531,Curaçao,RTL,KG,,,,12.80951,12.1696,68.99
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),533,Aruba,HHS,KG,,,,73.91382,12.52111,-69.968338
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),533,Aruba,OOHC,KG,,,,25.56801,12.52111,-69.968338
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),533,Aruba,RTL,KG,,,,12.8101,12.52111,-69.968338
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),534,Sint Maarten (Dutch part),HHS,KG,,,,73.93995,18.0425,63.0548
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),534,Sint Maarten (Dutch part),OOHC,KG,,,,25.57705,18.0425,63.0548
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),534,Sint Maarten (Dutch part),RTL,KG,,,,12.81463,18.0425,63.0548
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),540,New Caledonia,HHS,KG,,,,78.7023,-20.904305,165.618042
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),540,New Caledonia,OOHC,KG,,,,25.57431,-20.904305,165.618042
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),540,New Caledonia,RTL,KG,,,,12.81326,-20.904305,165.618042
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),548,Vanuatu,HHS,KG,,,,91.02164,-15.376706,166.959158
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),548,Vanuatu,OOHC,KG,,,,27.64973,-15.376706,166.959158
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),548,Vanuatu,RTL,KG,,,,15.64117,-15.376706,166.959158
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),554,New Zealand,HHS,KG,,,,61.00048,-40.900557,174.885971
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),554,New Zealand,OOHC,KG,,,,25.57062,-40.900557,174.885971
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),554,New Zealand,RTL,KG,,,,3.12002,-40.900557,174.885971
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),558,Nicaragua,HHS,KG,,,,80.08366,12.865416,-85.207229
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),558,Nicaragua,OOHC,KG,,,,27.64806,12.865416,-85.207229
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),558,Nicaragua,RTL,KG,,,,15.64022,12.865416,-85.207229
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),562,Niger,HHS,KG,,,,102.69425,17.607789,8.081666
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),562,Niger,OOHC,KG,,,,27.64805,17.607789,8.081666
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),562,Niger,RTL,KG,,,,15.64022,17.607789,8.081666
12,12.4,12.4.2,EN_EWT_GENPCAP,"Electronic waste generated, per capita (Kg)",562,Niger,N/A,KG,0.4799,0.47768,0.47399,0.47002,17.607789,8.081666
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),566,Nigeria,HHS,KG,,,,188.79772,9.081999,8.675277
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),566,Nigeria,OOHC,KG,,,,27.64807,9.081999,8.675277
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),566,Nigeria,RTL,KG,,,,15.64023,9.081999,8.675277
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),578,Norway,HHS,KG,,,,78.8006,60.472024,8.468946
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),578,Norway,OOHC,KG,,,,4.96118,60.472024,8.468946
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),578,Norway,RTL,KG,,,,13.77387,60.472024,8.468946
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),580,Northern Mariana Islands,HHS,KG,,,,78.67245,17.33083,145.38469
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),580,Northern Mariana Islands,OOHC,KG,,,,25.56461,17.33083,145.38469
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),580,Northern Mariana Islands,RTL,KG,,,,12.8084,17.33083,145.38469
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),583,Micronesia,HHS,KG,,,,91.00738,7.425554,150.550812
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),583,Micronesia,OOHC,KG,,,,27.6454,7.425554,150.550812
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),583,Micronesia,RTL,KG,,,,15.63872,7.425554,150.550812
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),584,Marshall Islands,HHS,KG,,,,75.72471,7.131474,171.184478
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),584,Marshall Islands,OOHC,KG,,,,27.65231,7.131474,171.184478
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),584,Marshall Islands,RTL,KG,,,,15.64262,7.131474,171.184478
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),585,Palau,HHS,KG,,,,78.68596,7.51498,134.58252
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),585,Palau,OOHC,KG,,,,25.569,7.51498,134.58252
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),585,Palau,RTL,KG,,,,12.8106,7.51498,134.58252
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),586,Pakistan,HHS,KG,,,,73.63896,30.375321,69.345116
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),586,Pakistan,OOHC,KG,,,,27.64807,30.375321,69.345116
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),586,Pakistan,RTL,KG,,,,15.64023,30.375321,69.345116
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),591,Panama,HHS,KG,,,,73.92007,8.537981,-80.782127
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),591,Panama,OOHC,KG,,,,25.57018,8.537981,-80.782127
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),591,Panama,RTL,KG,,,,12.81119,8.537981,-80.782127
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),598,Papua New Guinea,HHS,KG,,,,91.01598,-6.314993,143.95555
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),598,Papua New Guinea,OOHC,KG,,,,27.64801,-6.314993,143.95555
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),598,Papua New Guinea,RTL,KG,,,,15.64019,-6.314993,143.95555
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),600,Paraguay,HHS,KG,,,,72.43176,-23.442503,-58.443832
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),600,Paraguay,OOHC,KG,,,,27.64792,-23.442503,-58.443832
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),600,Paraguay,RTL,KG,,,,15.64014,-23.442503,-58.443832
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),604,Peru,HHS,KG,,,,72.43225,-9.189967,-75.015152
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),604,Peru,OOHC,KG,,,,27.64811,-9.189967,-75.015152
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),604,Peru,RTL,KG,,,,15.64025,-9.189967,-75.015152
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),608,Philippines,HHS,KG,,,,86.33711,12.879721,121.774017
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),608,Philippines,OOHC,KG,,,,27.64807,12.879721,121.774017
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),608,Philippines,RTL,KG,,,,15.64023,12.879721,121.774017
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),616,Poland,HHS,KG,,,,55.94034,51.919438,19.145136
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),616,Poland,OOHC,KG,,,,25.57044,51.919438,19.145136
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),616,Poland,RTL,KG,,,,12.81132,51.919438,19.145136
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),620,Portugal,HHS,KG,,,,84.27256,39.399872,-8.224454
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),620,Portugal,OOHC,KG,,,,25.57047,39.399872,-8.224454
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),620,Portugal,RTL,KG,,,,12.81134,39.399872,-8.224454
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),624,Guinea-Bissau,HHS,KG,,,,102.69342,11.803749,-15.180413
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),624,Guinea-Bissau,OOHC,KG,,,,27.64783,11.803749,-15.180413
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),624,Guinea-Bissau,RTL,KG,,,,15.64009,11.803749,-15.180413
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),626,Timor-Leste,HHS,KG,,,,86.33579,-8.874217,125.727539
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),626,Timor-Leste,OOHC,KG,,,,27.64765,-8.874217,125.727539
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),626,Timor-Leste,RTL,KG,,,,15.63999,-8.874217,125.727539
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),630,Puerto Rico,HHS,KG,,,,73.92067,18.220833,-66.590149
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),630,Puerto Rico,OOHC,KG,,,,25.57038,18.220833,-66.590149
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),630,Puerto Rico,RTL,KG,,,,12.81129,18.220833,-66.590149
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),634,Qatar,HHS,KG,,,,94.53299,25.354826,51.183884
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),634,Qatar,OOHC,KG,,,,25.57068,25.354826,51.183884
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),634,Qatar,RTL,KG,,,,12.81144,25.354826,51.183884
12,12.4,12.4.2,EN_HAZ_PCAP,"Hazardous waste generated, per capita (Kg)",638,Réunion,N/A,KG,9.72587,10.21651,9.262,10.97497,-21.115141,55.536384
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),642,Romania,HHS,KG,,,,69.86882,45.943161,24.96676
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),642,Romania,OOHC,KG,,,,25.57047,45.943161,24.96676
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),642,Romania,RTL,KG,,,,12.81134,45.943161,24.96676
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),643,Russia,HHS,KG,,,,33.37553,61.52401,105.318756
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),643,Russia,OOHC,KG,,,,27.64808,61.52401,105.318756
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),643,Russia,RTL,KG,,,,13.71791,61.52401,105.318756
12,12.4,12.4.2,EN_HAZ_PCAP,"Hazardous waste generated, per capita (Kg)",643,Russia,N/A,KG,676.3945,740.25433,875.73894,689.63758,61.52401,105.318756
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),646,Rwanda,HHS,KG,,,,164.36331,-1.940278,29.873888
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),646,Rwanda,OOHC,KG,,,,27.64821,-1.940278,29.873888
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),646,Rwanda,RTL,KG,,,,15.64031,-1.940278,29.873888
12,12.3,12.3.1,AG_FOOD_WST_PC,Food waste per capita (KG),659,Saint Kitts and Nevis,HHS,KG,,,,73.8732,17.357822,-62.782998
